source_id,raw_u-g,raw_g-r,raw_r-i,raw_i-z,u-g,g-r,r-i,i-z,r_mag,concentration_r,z_spec,z_spec_err,is_valid
22570,1.4630600000000022,0.6908699999999985,0.3297600000000003,0.22208000000000006,1.4338948000000027,0.6591498499999986,0.3114694799999995,0.2085256900000001,13.94628095,2.1053061375273536,0.02588648,1.40983e-05,False
22728,1.6204900000000002,1.5823199999999993,0.7109100000000019,0.4788199999999989,1.6002398500000012,1.5602958099999995,0.6982103899999998,0.4694088799999996,18.74465455,2.3830599540427957,0.4250847,7.36797e-05,False
58356,2.13542,1.1990499999999997,0.5120599999999982,0.3562000000000012,2.056439100000002,1.1131498999999998,0.4625281999999977,0.31949420000000117,16.437928799999998,3.027341168829219,0.1525776,1.527263e-05,False
29636,1.70852,1.6792000000000016,0.6263299999999994,0.35230999999999923,1.695605490000002,1.6651540800000006,0.6182308299999981,0.3463080699999992,18.66143258,2.8461291631097465,0.3927203,6.643629e-05,False
56383,2.419400000000003,1.3230299999999993,0.5197000000000003,0.3097499999999975,2.408884860000004,1.311593669999997,0.5131055700000005,0.30486316,17.01986004,3.010073907132643,0.1917914,2.692788e-05,False
44242,1.8967799999999997,1.3126300000000022,0.5997400000000006,0.42543999999999826,1.8510026999999987,1.2628422000000015,0.5710313300000003,0.40416527,17.2843865,2.978677520504324,0.1958665,4.249701e-05,False
8159,1.8751999999999995,0.9828699999999984,0.41629000000000005,0.3737400000000015,1.8622630999999963,0.9687997400000015,0.4081767999999997,0.3677276599999999,17.00199794,3.0890713150563043,0.1090474,3.72412e-05,True
47502,0.9462600000000023,1.5941999999999972,0.9837300000000013,0.36869000000000085,0.9264655499999996,1.572671419999999,0.9713161600000007,0.3594906600000023,20.30796699,2.7446484921145973,0.5693884,0.0001333509,False
12080,1.00882,1.6338899999999974,0.7761899999999997,0.4548300000000012,0.9865241000000005,1.6096408599999954,0.7622074300000001,0.44446814000000145,20.145700440000002,3.776690417647024,0.4970213,0.0001492861,False
38248,2.2486999999999995,0.9493200000000002,0.5422100000000007,0.39029999999999987,2.225229429999999,0.9237932200000003,0.527490720000003,0.37939218999999724,17.419972650000002,3.099022835758614,0.08386877,2.500174e-05,False
93882,2.840769999999999,1.5624800000000008,0.529790000000002,0.36877999999999744,2.7907917999999974,1.5081233000000012,0.4984468400000033,0.3455529399999975,18.0634112,3.6066707257671697,0.2476791,3.969577e-05,False
28156,1.1195200000000014,1.7663399999999996,1.0148599999999988,0.39949999999999974,1.0553179000000021,1.6965134000000006,0.974596499999997,0.3696625299999994,20.766627399999997,2.8997240358370653,0.526374,0.000127776,False
67653,1.4528399999999984,1.8629300000000022,0.7532800000000002,0.46680999999999884,1.4193601999999963,1.826517200000005,0.7322835800000007,0.4512504799999988,20.196087799999997,2.588449462279463,0.4313573,0.0001344868,True
4577,1.9407899999999998,1.4943600000000004,0.5881900000000009,0.3568099999999994,1.9163810900000016,1.4678127399999994,0.5728822900000026,0.3454661299999984,17.94932207,2.4781676572095774,0.2874145,5.022114e-05,True
45070,1.1418099999999995,0.4073100000000025,0.20161999999999836,0.10145999999999944,1.1280946100000016,0.39239304000000175,0.19301856999999956,0.09508585999999752,16.83112743,2.008213798548623,0.029564,6.592218e-06,False
